,state,action,reward,next_state,done
62,"[475.67901611 493.69937134 492.4029541  491.60513306 501.21865845
 506.07528687]",0,-0.02,"[493.69937134 492.4029541  491.60513306 501.21865845 506.07528687
 507.44146729]",False
63,"[493.69937134 492.4029541  491.60513306 501.21865845 506.07528687
 507.44146729]",0,1.366180419921875,"[492.4029541  491.60513306 501.21865845 506.07528687 507.44146729
 502.71453857]",False
64,"[492.4029541  491.60513306 501.21865845 506.07528687 507.44146729
 502.71453857]",2,-9.473857421875,"[491.60513306 501.21865845 506.07528687 507.44146729 502.71453857
 503.27355957]",False
65,"[491.60513306 501.21865845 506.07528687 507.44146729 502.71453857
 503.27355957]",0,0.53902099609375,"[501.21865845 506.07528687 507.44146729 502.71453857 503.27355957
 505.73919678]",False
66,"[501.21865845 506.07528687 507.44146729 502.71453857 503.27355957
 505.73919678]",2,4.9112744140625,"[506.07528687 507.44146729 502.71453857 503.27355957 505.73919678
 498.61172485]",False
67,"[506.07528687 507.44146729 502.71453857 503.27355957 505.73919678
 498.61172485]",1,-7.137471923828125,"[507.44146729 502.71453857 503.27355957 505.73919678 498.61172485
 500.81787109]",False
68,"[507.44146729 502.71453857 503.27355957 505.73919678 498.61172485
 500.81787109]",1,2.206146240234375,"[502.71453857 503.27355957 505.73919678 498.61172485 500.81787109
 493.91003418]",False
69,"[502.71453857 503.27355957 505.73919678 498.61172485 500.81787109
 493.91003418]",1,-6.9078369140625,"[503.27355957 505.73919678 498.61172485 500.81787109 493.91003418
 498.03277588]",False
70,"[503.27355957 505.73919678 498.61172485 500.81787109 493.91003418
 498.03277588]",1,4.12274169921875,"[505.73919678 498.61172485 500.81787109 493.91003418 498.03277588
 509.70223999]",False
71,"[505.73919678 498.61172485 500.81787109 493.91003418 498.03277588
 509.70223999]",1,11.669464111328125,"[498.61172485 500.81787109 493.91003418 498.03277588 509.70223999
 512.21777344]",False
72,"[498.61172485 500.81787109 493.91003418 498.03277588 509.70223999
 512.21777344]",2,2.505533447265625,"[500.81787109 493.91003418 498.03277588 509.70223999 512.21777344
 518.64642334]",False
73,"[500.81787109 493.91003418 498.03277588 509.70223999 512.21777344
 518.64642334]",1,-0.01,"[493.91003418 498.03277588 509.70223999 512.21777344 518.64642334
 503.33343506]",False
74,"[493.91003418 498.03277588 509.70223999 512.21777344 518.64642334
 503.33343506]",2,-0.01,"[498.03277588 509.70223999 512.21777344 518.64642334 503.33343506
 503.79260254]",False
75,"[498.03277588 509.70223999 512.21777344 518.64642334 503.33343506
 503.79260254]",1,-0.01,"[509.70223999 512.21777344 518.64642334 503.33343506 503.79260254
 508.60415649]",False
76,"[509.70223999 512.21777344 518.64642334 503.33343506 503.79260254
 508.60415649]",2,-0.01,"[512.21777344 518.64642334 503.33343506 503.79260254 508.60415649
 509.06335449]",False
77,"[512.21777344 518.64642334 503.33343506 503.79260254 508.60415649
 509.06335449]",2,0.0,"[518.64642334 503.33343506 503.79260254 508.60415649 509.06335449
 538.96063232]",False
78,"[518.64642334 503.33343506 503.79260254 508.60415649 509.06335449
 538.96063232]",1,-0.01,"[503.33343506 503.79260254 508.60415649 509.06335449 538.96063232
 528.38928223]",False
79,"[503.33343506 503.79260254 508.60415649 509.06335449 538.96063232
 528.38928223]",0,-0.01,"[503.79260254 508.60415649 509.06335449 538.96063232 528.38928223
 529.06811523]",False
80,"[503.79260254 508.60415649 509.06335449 538.96063232 528.38928223
 529.06811523]",2,0.6588330078125,"[508.60415649 509.06335449 538.96063232 528.38928223 529.06811523
 533.74981689]",False
81,"[508.60415649 509.06335449 538.96063232 528.38928223 529.06811523
 533.74981689]",1,-0.01,"[509.06335449 538.96063232 528.38928223 529.06811523 533.74981689
 511.79855347]",False
82,"[509.06335449 538.96063232 528.38928223 529.06811523 533.74981689
 511.79855347]",2,-0.01,"[538.96063232 528.38928223 529.06811523 533.74981689 511.79855347
 497.99285889]",False
83,"[538.96063232 528.38928223 529.06811523 533.74981689 511.79855347
 497.99285889]",0,-0.02,"[528.38928223 529.06811523 533.74981689 511.79855347 497.99285889
 495.28759766]",False
84,"[528.38928223 529.06811523 533.74981689 511.79855347 497.99285889
 495.28759766]",0,-2.70526123046875,"[529.06811523 533.74981689 511.79855347 497.99285889 495.28759766
 488.92883301]",False
85,"[529.06811523 533.74981689 511.79855347 497.99285889 495.28759766
 488.92883301]",0,-12.717529296875,"[533.74981689 511.79855347 497.99285889 495.28759766 488.92883301
 461.17767334]",False
86,"[533.74981689 511.79855347 497.99285889 495.28759766 488.92883301
 461.17767334]",2,-83.27347900390625,"[511.79855347 497.99285889 495.28759766 488.92883301 461.17767334
 475.01333618]",False
87,"[511.79855347 497.99285889 495.28759766 488.92883301 461.17767334
 475.01333618]",1,27.66132568359375,"[497.99285889 495.28759766 488.92883301 461.17767334 475.01333618
 475.95169067]",False
88,"[497.99285889 495.28759766 488.92883301 461.17767334 475.01333618
 475.95169067]",2,1.866708984375,"[495.28759766 488.92883301 461.17767334 475.01333618 475.95169067
 486.54302979]",False
89,"[495.28759766 488.92883301 461.17767334 475.01333618 475.95169067
 486.54302979]",0,10.571339111328125,"[488.92883301 461.17767334 475.01333618 475.95169067 486.54302979
 487.83074951]",False
90,"[488.92883301 461.17767334 475.01333618 475.95169067 486.54302979
 487.83074951]",2,2.555439453125,"[461.17767334 475.01333618 475.95169067 486.54302979 487.83074951
 460.45895386]",False
91,"[461.17767334 475.01333618 475.95169067 486.54302979 487.83074951
 460.45895386]",0,-27.391795654296875,"[475.01333618 475.95169067 486.54302979 487.83074951 460.45895386
 452.61276245]",False
92,"[475.01333618 475.95169067 486.54302979 487.83074951 460.45895386
 452.61276245]",0,-15.6923828125,"[475.95169067 486.54302979 487.83074951 460.45895386 452.61276245
 464.88119507]",False
93,"[475.95169067 486.54302979 487.83074951 460.45895386 452.61276245
 464.88119507]",2,36.7852978515625,"[486.54302979 487.83074951 460.45895386 452.61276245 464.88119507
 464.8911438 ]",False
