,state,action,reward,next_state,done
125,"[422.84436035 414.09353638 414.98849487 419.05566406 422.85430908
 426.97113037]",1,57.625498046875,"[414.09353638 414.98849487 419.05566406 422.85430908 426.97113037
 426.34469604]",False
126,"[414.09353638 414.98849487 419.05566406 422.85430908 426.97113037
 426.34469604]",1,-8.77008056640625,"[414.98849487 419.05566406 422.85430908 426.97113037 426.34469604
 420.49752808]",False
127,"[414.98849487 419.05566406 422.85430908 426.97113037 426.34469604
 420.49752808]",0,-81.8703515625,"[419.05566406 422.85430908 426.97113037 426.34469604 420.49752808
 419.29431152]",False
128,"[419.05566406 422.85430908 426.97113037 426.34469604 420.49752808
 419.29431152]",1,-18.058248291015627,"[422.85430908 426.97113037 426.34469604 420.49752808 419.29431152
 419.07553101]",False
129,"[422.85430908 426.97113037 426.34469604 420.49752808 419.29431152
 419.07553101]",0,-3.291707763671875,"[426.97113037 426.34469604 420.49752808 419.29431152 419.07553101
 418.36947632]",False
130,"[426.97113037 426.34469604 420.49752808 419.29431152 419.07553101
 418.36947632]",1,-11.306875,"[426.34469604 420.49752808 419.29431152 419.07553101 418.36947632
 422.19796753]",False
131,"[426.34469604 420.49752808 419.29431152 419.07553101 418.36947632
 422.19796753]",0,61.245859375,"[420.49752808 419.29431152 419.07553101 418.36947632 422.19796753
 419.08547974]",False
132,"[420.49752808 419.29431152 419.07553101 418.36947632 422.19796753
 419.08547974]",0,-52.91229248046875,"[419.29431152 419.07553101 418.36947632 422.19796753 419.08547974
 418.10098267]",False
133,"[419.29431152 419.07553101 418.36947632 422.19796753 419.08547974
 418.10098267]",0,-17.720947265625,"[419.07553101 418.36947632 422.19796753 419.08547974 418.10098267
 415.54534912]",False
134,"[419.07553101 418.36947632 422.19796753 419.08547974 418.10098267
 415.54534912]",1,-48.56703735351562,"[418.36947632 422.19796753 419.08547974 418.10098267 415.54534912
 423.14263916]",False
135,"[418.36947632 422.19796753 419.08547974 418.10098267 415.54534912
 423.14263916]",0,144.3385107421875,"[422.19796753 419.08547974 418.10098267 415.54534912 423.14263916
 422.21786499]",False
136,"[422.19796753 419.08547974 418.10098267 415.54534912 423.14263916
 422.21786499]",2,-18.5154833984375,"[419.08547974 418.10098267 415.54534912 423.14263916 422.21786499
 423.8984375 ]",False
137,"[419.08547974 418.10098267 415.54534912 423.14263916 422.21786499
 423.8984375 ]",1,31.920877685546873,"[418.10098267 415.54534912 423.14263916 422.21786499 423.8984375
 420.89532471]",False
138,"[418.10098267 415.54534912 423.14263916 422.21786499 423.8984375
 420.89532471]",0,-57.06914306640625,"[415.54534912 423.14263916 422.21786499 423.8984375  420.89532471
 425.53921509]",False
139,"[415.54534912 423.14263916 422.21786499 423.8984375  420.89532471
 425.53921509]",0,92.8778076171875,"[423.14263916 422.21786499 423.8984375  420.89532471 425.53921509
 419.54290771]",False
140,"[423.14263916 422.21786499 423.8984375  420.89532471 425.53921509
 419.54290771]",0,-125.92245483398438,"[422.21786499 423.8984375  420.89532471 425.53921509 419.54290771
 411.32907104]",False
141,"[422.21786499 423.8984375  420.89532471 425.53921509 419.54290771
 411.32907104]",0,-180.70440673828125,"[423.8984375  420.89532471 425.53921509 419.54290771 411.32907104
 412.26376343]",False
142,"[423.8984375  420.89532471 425.53921509 419.54290771 411.32907104
 412.26376343]",1,21.4879248046875,"[420.89532471 425.53921509 419.54290771 411.32907104 412.26376343
 409.53909302]",False
143,"[420.89532471 425.53921509 419.54290771 411.32907104 412.26376343
 409.53909302]",2,-62.67741943359375,"[425.53921509 419.54290771 411.32907104 412.26376343 409.53909302
 402.01138306]",False
144,"[425.53921509 419.54290771 411.32907104 412.26376343 409.53909302
 402.01138306]",0,-165.629619140625,"[419.54290771 411.32907104 412.26376343 409.53909302 402.01138306
 396.89016724]",False
145,"[419.54290771 411.32907104 412.26376343 409.53909302 402.01138306
 396.89016724]",1,-117.7979638671875,"[411.32907104 412.26376343 409.53909302 402.01138306 396.89016724
 398.71987915]",False
146,"[411.32907104 412.26376343 409.53909302 402.01138306 396.89016724
 398.71987915]",0,42.0733740234375,"[412.26376343 409.53909302 402.01138306 396.89016724 398.71987915
 405.29296875]",False
147,"[412.26376343 409.53909302 402.01138306 396.89016724 398.71987915
 405.29296875]",0,157.754150390625,"[409.53909302 402.01138306 396.89016724 398.71987915 405.29296875
 406.7746582 ]",False
